"","zone","zmax","x","y","dead","mort_year","tmax","ppt","pptn","tmaxn","aws","elevation","slope","aspect","cover","vpdmax"
"1211937",902904,41.3,327587.4,4104406,1,"2016",13.75188,875.354,875.3891,13.32648,6.79,2224.161,9.302776,149.022,0.2048,15.82388
"1274646",965613,45,328004.9,4102285,1,"2016",12.59548,881.2702,878.8586,13.33047,7.41,2325.757,26.67116,321.2177,0.4424,13.86417
"383524",74490,26.01001,321732.3,4095081,1,"2016",15.68133,933.1343,938.699,13.80251,9.01,2111.751,10.10265,160.1849,0.3874,17.55774
"1307724",998691,27.6,316301.2,4094943,0,"Live",14.82655,937.8588,886.5621,12.21648,4.18,2379.435,24.01035,244.9706,0.4488,16.35406
"1511913",1202880,41.3,318424.9,4094901,0,"Live",14.82655,937.8588,944.0081,12.1681,6.69,2339.416,19.22284,22.25742,0.253,16.35406
"1336419",1027386,26.9,316903.6,4097865,0,"Live",14.82655,937.8588,944.0081,13.62567,1.96,2078.213,11.27651,325.5026,0.4695,16.35406
"124819",124819,14,298466.6,4100128,0,"Live",20.6787,743.3008,747.2855,20.30674,19.41,1176.746,24.51388,65.18151,0.5727,25.59901
"1702074",1393041,21.6,319779.6,4103412,1,"2016",13.99849,922.5205,921.6675,11.37871,8.16,2514.287,5.488007,110.256,0.4638,15.39049
"1472260",1163227,15.5,318787.6,4089542,0,"Live",15.15505,884.043,732.5934,15.11891,16.5,1927.807,34.83828,104.1284,0.3486,15.94104
"76854",76854,38,297405.5,4101640,1,"2016",20.6787,743.3008,777.9512,19.03667,23.15,1351.385,21.5436,100.1601,0.5059,25.59901
"436449",127415,20.20996,321335.3,4101002,1,"2016",13.61266,923.6433,921.5131,11.76575,NA,2453.989,17.47183,12.22078,0.3606,14.89409
"1237033",928000,35.5,328011.7,4093170,0,"Live",13.27461,872.2523,874.7095,11.75464,11.48,2467.397,8.529772,287.8709,0.6547,14.26277
"1207726",898693,39.7,316991.1,4090342,1,"2016",15.15505,884.043,907.6024,13.50257,6.71,2169.381,9.164637,157.7957,0.4625,15.94104
"54629",54629,6,297100.2,4098452,0,"Live",22.23396,660.4647,NA,21.23988,3.68,1040.067,20.84131,173.8716,0.5077,29.20552
"1538191",1229158,31.6,318044.6,4097514,1,"2016",14.82655,937.8588,944.0081,13.33731,4.18,2171.557,8.715324,211.7809,0.36,16.35406
"607326",298292,33.58008,322102.2,4104238,0,"Live",11.95444,896.195,894.6498,10.19047,3.16,2704.929,5.645826,160.2832,0.509,12.97197
"1264462",955429,29.2,328038.5,4099251,0,"Live",12.59548,881.2702,878.8586,11.82541,9.45,2525.292,25.0498,191.8573,0.8092,13.86417
"304797",304797,42,301686.5,4102156,0,"Live",19.06112,792.6165,747.2855,19.70667,3.56,1212.109,12.50523,321.1322,0.6683488,22.16811
"317085",8051,28.70996,320922.4,4103762,0,"Live",11.95444,896.195,921.5131,10.49413,8.16,2677.552,20.43625,256.692,0.418,12.97197
"1666352",1357319,21.2,319257.7,4099726,0,"Live",13.99849,922.5205,921.6675,12.55758,4.18,2312.097,4.957518,167.081,0.6123,15.39049
"15825",15825,36,295936.5,4101506,0,"Live",19.97881,768.4939,777.9512,19.06716,23.15,1361.113,16.49683,95.03422,0.8509,24.33751
"1446123",1137090,25,317229.4,4099632,0,"Live",13.99849,922.5205,921.6675,13.31319,4.18,2221.729,18.98464,207.1336,0.5695,15.39049
"1733634",1424601,24.8,320366.5,4093315,1,"2016",17.00902,850.2277,858.5765,13.96934,3.44,2065.923,15.49633,86.66385,0.4903,19.28292
"235429",235429,12,300311.4,4100498,0,"Live",20.6787,743.3008,747.2855,20.32371,23.15,1201.692,4.178075,213.0577,0.455,25.59901
"1615319",1306286,44.9,319956,4092083,0,"Live",17.00902,850.2277,907.6024,14.01778,6.25,2021.525,12.8925,182.4163,0.1787,19.28292
"1314161",1005128,25.8,316305.7,4094029,1,"2016",15.15505,884.043,849.9575,12.04582,4.18,2359.242,13.3831,219.7012,0.5378,15.94104
"1232439",923406,27.4,328363.6,4092388,1,"2016",13.27461,872.2523,874.7095,11.58458,11.48,2432.916,15.54633,212.1216,0.8324,14.26277
"1616179",1307146,19.7,319013.6,4093979,0,"Live",15.15505,884.043,907.6024,12.27241,6.69,2361.957,7.542926,259.5215,0.3489,15.94104
"1165254",856221,21.1,327104.2,4097465,1,"2016",15.33717,901.0924,901.6485,11.51358,3.16,2447.626,24.28919,329.7006,0.657,17.56576
"939340",630306,15.6,325774.8,4099037,0,"Live",14.93835,865.7621,901.6485,14.82318,7.35,2020.518,24.658,244.3824,0.2653,17.25337
"306254",306254,35,301122.1,4103907,1,"2016",16.7295,822.1479,NA,19.15155,19.41,1322.934,23.05369,152.271,0.5964302,18.64837
"468079",159045,26.69995,321046.5,4105070,0,"Live",11.95444,896.195,894.6498,9.451449,3.16,2783.941,3.68167,192.1357,0.6258,12.97197
"1753606",1444573,25.4,320798.2,4096917,1,"2016",15.68133,933.1343,938.699,13.62347,9.01,2147.216,3.702019,125.4336,0.4388,17.55774
"467907",158873,20.03979,321070.9,4105094,0,"Live",11.95444,896.195,894.6498,9.451449,3.16,2784.855,6.0458,138.1427,0.7205,12.97197
"1490836",1181803,21.3,318147.2,4091285,0,"Live",15.15505,884.043,907.6024,13.02234,6.71,2272.988,20.3931,75.22012,0.6546,15.94104
"966858",657824,26.8,325859,4105426,0,"Live",13.47466,861.9938,864.1821,11.95877,NA,2419.987,19.22536,254.1422,0.4603,15.1828
"1428602",1119569,23.5,317492.8,4097604,0,"Live",14.82655,937.8588,944.0081,13.39371,4.18,2182.245,7.829387,108.4621,0.2854,16.35406
"187812",187812,43,299840.1,4101516,0,"Live",20.6787,743.3008,747.2855,20.32804,23.15,1024.093,27.67004,22.05497,0.7623,25.59901
"1580207",1271174,21.1,318645.5,4102301,0,"Live",13.99849,922.5205,921.6675,12.29511,4.18,2372.257,16.56544,130.9983,0.4025,15.39049
"146566",146566,18,298337.9,4103573,0,"Live",18.54899,792.4807,747.2855,19.12889,23.15,1308.246,30.75401,268.1337,0.5127,21.49939
"1181369",872336,30.2,327232.4,4099700,1,"2016",14.93835,865.7621,865.402,12.973,9.12,2302.005,38.48644,314.6946,0.5852,17.25337
"1558269",1249236,45.9,318133.1,4099034,0,"Live",13.99849,922.5205,944.0081,13.20225,10.65,2222.888,4.771221,151.4891,0.3532,15.39049
"1274496",965463,20,328260.8,4102316,0,"Live",12.59548,881.2702,878.8586,12.44725,7.41,2402.279,29.83132,236.0189,0.504,13.86417
"644818",335784,35.40002,323039.6,4089258,1,"2016",17.78943,782.4005,800.6154,14.8614,23.15,1854.8,31.8228,216.5978,0.7283,20.02215
"1569930",1260897,28.5,318888.1,4101602,1,"2016",13.99849,922.5205,921.6675,12.76443,NA,2282.322,8.98597,279.3646,0.4744,15.39049
"222597",222597,44,300112.2,4099799,0,"Live",20.6787,743.3008,747.2855,20.28195,23.15,1155.01,16.28829,114.8724,0.6166,25.59901
"912673",603639,39.1,325884.2,4093121,1,"2016",15.09834,871.5558,874.3379,13.00432,8.04,2258.03,14.14744,129.7166,0.6802,16.89864
"751931",442897,41.87012,324945.8,4088211,1,"2016",15.35363,838.032,853.6117,13.14115,6.25,2244.355,20.4713,315.7772,0.5901,16.26242
"912540",603506,25.5,325781.2,4093133,0,"Live",15.09834,871.5558,874.3379,13.32004,8.04,2253.184,16.85217,197.79,0.6903,16.89864
"46554",46554,14,296351.4,4103169,0,"Live",19.97881,768.4939,777.9512,18.24425,NA,1460.294,10.88497,292.3355,0.4138,24.33751
"659886",350852,57.13013,323300.4,4091779,1,"2016",17.00902,850.2277,858.5765,14.39514,10.65,2068.171,26.55976,336.1853,0.5455,19.28292
"944922",635888,39.4,313994,4092197,1,"2016",16.93004,819.6968,849.9575,16.10369,19.41,1776.075,35.20554,270.7922,0.5277,18.76024
"732380",423346,27.3501,323780,4103841,0,"Live",13.47466,861.9938,865.402,10.83524,NA,2693.121,8.408207,282.2934,0.2508,15.1828
"654992",345958,30.90002,323508.5,4090022,1,"2016",17.00902,850.2277,858.5765,14.8614,6.25,2013.411,18.30963,144.8022,0.3313,19.28292
"278276",278276,22,301671.2,4099838,0,"Live",19.06112,792.6165,747.2855,20.83201,15.08,969.8876,4.089527,228.3553,0.6596656,22.16811
"188121",188121,23,299654.8,4101476,0,"Live",20.6787,743.3008,747.2855,20.32804,23.15,1086.111,23.81638,74.74581,0.749,25.59901
"1314187",1005154,20.9,316515.3,4094024,1,"2016",15.15505,884.043,907.6024,12.04582,4.18,2399.654,17.34721,237.4122,0.3866,15.94104
"770309",461275,13.6001,315009.6,4095855,0,"Live",15.9467,878.2209,886.5621,13.60086,16.5,2182.358,25.83304,51.64087,0.2595,17.60162
"1279204",970171,48.9,316215.7,4092959,0,"Live",15.15505,884.043,849.9575,12.20408,6.69,2353.496,14.47464,45.14537,0.2097,15.94104
"850441",541407,28.3,324077.7,4105131,0,"Live",13.47466,861.9938,864.1821,11.32222,8.16,2551.143,9.780222,32.76912,0.5794,15.1828
"850370",541336,26.3,324045.6,4105151,0,"Live",13.47466,861.9938,864.1821,11.32222,8.16,2551.716,12.22622,51.94622,0.5744,15.1828
"401727",92693,23.4502,321551.2,4097220,1,"2016",15.68133,933.1343,938.699,13.64473,9.01,2141.083,4.869574,270.4723,0.3371,17.55774
"922683",613649,32.1,325886.8,4095998,0,"Live",15.33717,901.0924,901.6485,13.25873,10.65,2201.746,20.32113,260.17,0.6999,17.56576
"1721859",1412826,32.2,320311.8,4092929,0,"Live",17.00902,850.2277,858.5765,13.96934,3.44,2128.085,12.51829,38.18282,0.2444,19.28292
"1041000",731966,28.9,326489.1,4097371,0,"Live",15.33717,901.0924,901.6485,12.35914,3.16,2312.18,32.01551,284.7992,0.3539,17.56576
"398276",89242,51.13989,321413.3,4097529,0,"Live",15.68133,933.1343,938.699,13.64473,9.01,2149.879,7.538275,157.8283,0.4916,17.55774
"1602851",1293818,40.8,319473.4,4091489,0,"Live",15.15505,884.043,907.6024,13.99217,11.48,2041.758,22.99609,70.23143,0.5008,15.94104
"674968",365934,32.28992,323647.4,4092004,0,"Live",17.00902,850.2277,858.5765,14.97441,10.65,1972.384,24.86101,247.0246,0.7103,19.28292
"535721",226687,18.22021,322974.4,4097906,0,"Live",15.68133,933.1343,938.699,13.92397,8.04,2087.319,23.15844,154.5379,0.6331,17.55774
"263941",263941,12,300644.5,4103352,0,"Live",20.6787,743.3008,747.2855,19.55161,19.41,1181.596,32.55324,175.79,0.6986,25.59901
"237015",237015,14,300324,4100328,1,"2016",20.6787,743.3008,747.2855,20.32371,23.15,1198.204,10.98212,219.862,0.4039,25.59901
"225276",225276,25,300422.2,4099539,1,"2016",20.6787,743.3008,747.2855,20.51923,19.41,1128.233,15.33481,145.9757,0.662,25.59901
"753719",444685,10.79993,324440.7,4089921,0,"Live",15.09834,871.5558,853.6117,14.08646,10.65,2012.261,8.696552,288.3606,0.2067,16.89864
"410794",101760,36.95996,321250.9,4098199,1,"2016",15.68133,933.1343,938.699,13.43902,10.65,2196.377,9.981487,173.836,0.4113,17.55774
"425078",116044,29.21021,321779.3,4100559,1,"2016",13.61266,923.6433,921.5131,11.76575,8.04,2455.651,19.60824,75.48815,0.4818,14.89409
"1507064",1198031,32.9,318221.1,4093457,0,"Live",15.15505,884.043,907.6024,12.46119,6.69,2275.073,20.89957,55.57547,0.6182,15.94104
"1279605",970572,48.7,316589.7,4092894,0,"Live",15.15505,884.043,907.6024,12.60042,6.69,2381.105,16.03738,143.2015,0.4488,15.94104
"1726407",1417374,11.7,320326.7,4092307,0,"Live",17.00902,850.2277,858.5765,14.37516,1.96,2066.845,10.59863,127.6635,0.1248,19.28292
"92212",92212,27,297599,4103486,0,"Live",18.54899,792.4807,777.9512,18.47628,23.15,1505.604,13.25495,62.94843,0.7445,21.49939
"271335",271335,20,301329.7,4098841,0,"Live",19.06112,792.6165,NA,20.81662,23.15,1088.592,20.77545,32.41428,0.9034,22.16811
"132671",132671,36,298959.8,4101288,0,"Live",20.6787,743.3008,747.2855,20.17155,23.15,1132.142,5.727871,85.40495,0.8276,25.59901
"1547424",1238391,23.6,318774.2,4098450,0,"Live",14.82655,937.8588,944.0081,13.00519,10.65,2248.396,13.39076,26.14669,0.5725,16.35406
"1492702",1183669,44.9,318936.1,4091080,0,"Live",15.15505,884.043,907.6024,13.53432,6.25,2166.257,15.70482,171.0251,0.6208,15.94104
"1637778",1328745,19.2,319555.4,4096722,0,"Live",14.82655,937.8588,944.0081,13.27273,9.01,2158.971,1.858034,121.6241,0.3231,16.35406
"598749",289715,26.35986,322710.3,4103250,0,"Live",13.61266,923.6433,921.5131,10.48116,8.16,2669.184,21.85285,123.0019,0.3664,14.89409
"709950",400916,13.91992,323067.3,4100946,0,"Live",13.61266,923.6433,921.5131,12.72056,9.01,2348.593,11.65269,120.516,0.5786,14.89409
"1009067",7e+05,12.7,326976,4093680,0,"Live",15.09834,871.5558,874.3379,12.21463,8.04,2285.234,12.85898,196.4927,0.6344,16.89864
"1099608",790575,25.3,327595.2,4090509,1,"2016",13.27461,872.2523,874.7095,11.65303,8.04,2425.428,4.48484,293.0149,0.566,14.26277
"587626",278592,44.45996,322103.6,4102472,1,"2016",13.61266,923.6433,921.5131,10.87544,8.16,2567.914,9.516631,184.9408,0.4766,14.89409
"960303",651269,18.5,325216.9,4102184,0,"Live",14.93835,865.7621,865.402,12.11441,NA,2550.877,4.234418,290.5497,0.2483,17.25337
"1384602",1075569,21.8,314010.7,4092258,1,"2016",16.93004,819.6968,849.9575,16.10369,19.41,1770.716,29.09127,294.3922,0.5277,18.76024
"1236173",927140,18.1,328340.7,4093367,0,"Live",13.27461,872.2523,874.7095,11.43243,4.11,2434.743,6.490457,309.7347,0.7027,14.26277
"534838",225804,12.56006,322348.7,4097999,0,"Live",15.68133,933.1343,938.699,13.39431,8.04,2199.235,18.65663,190.265,0.1823,17.55774
"228294",228294,7,300822.3,4099203,0,"Live",20.6787,743.3008,NA,20.47968,19.41,1073.511,4.260228,154.403,0.7734,25.59901
"974113",665079,37.3,326055.6,4089200,1,"2016",15.35363,838.032,853.6117,12.62309,8.04,2199.331,21.70982,56.32505,0.4966,16.26242
"41961",41961,25,296951.1,4103841,1,"2016",18.01753,817.1574,777.9512,17.96973,23.15,1565.653,20.20567,259.7169,0.7451783,20.82574
"1002470",693436,30.6,326555.2,4092465,1,"2016",15.09834,871.5558,874.3379,12.7326,6.95,2266.933,9.30235,304.8977,0.6622,16.89864
"145308",145308,28,298047.1,4103784,1,"2016",18.54899,792.4807,777.9512,18.47628,3.68,1366.959,16.17532,55.42253,0.3877,21.49939
"1338643",1029610,33.1,316985.5,4097617,0,"Live",14.82655,937.8588,944.0081,13.62567,4.18,2083.012,12.31561,245.0192,0.5206,16.35406
"881760",572726,26.4,315907.2,4097386,0,"Live",15.9467,878.2209,886.5621,13.64946,1.96,2043.6,29.12395,290.9981,0.1941,17.60162
"1230430",921397,39.1,328039.6,4092835,0,"Live",13.27461,872.2523,874.7095,11.77105,11.48,2460.902,7.97421,197.9346,0.5247,14.26277
"1343468",1034435,26.1,316594.1,4098975,0,"Live",13.99849,922.5205,944.0081,13.76263,6.71,2087.072,3.892731,147.548,0.3946,15.39049
"1501314",1192281,22.1,318243.4,4092102,0,"Live",15.15505,884.043,907.6024,12.77962,11.48,2219.036,9.506497,126.9456,0.4827,15.94104
"1420370",1111337,31.8,317219.1,4096611,1,"2016",14.82655,937.8588,944.0081,13.56853,3.44,2099.071,5.564226,199.4339,0.4383,16.35406
"922894",613860,25.5,325173.5,4095973,1,"2016",15.33717,901.0924,901.6485,14.8855,1.96,2076.138,22.87499,174.9659,0.3073,17.56576
"1265363",956330,25.4,328133.8,4099091,0,"Live",12.59548,881.2702,904.7143,11.47117,7.41,2480.629,19.67369,216.3479,0.7448,13.86417
"439195",130161,40.97998,321725,4102432,0,"Live",13.61266,923.6433,921.5131,10.8219,NA,2621.301,19.36596,124.2949,0.4767,14.89409
"1309579",1e+06,44.2,316797.1,4094642,0,"Live",14.82655,937.8588,944.0081,11.73965,4.18,2421.937,14.50554,213.9517,0.5931,16.35406
"655703",346669,34.04004,315558.2,4093856,1,"2016",16.93004,819.6968,849.9575,13.08686,6.69,2257.157,13.98963,305.5726,0.2155804,18.76024
"888717",579683,31.8,325617.2,4091604,0,"Live",15.09834,871.5558,874.3379,13.72477,10.65,2097.978,16.73175,128.8757,0.7088,16.89864
"1190887",881854,25.7,327849,4100465,0,"Live",12.59548,881.2702,878.8586,13.0233,7.41,2296.494,30.40407,281.4898,0.3307,13.86417
"1101770",792737,24.7,327450.7,4090321,1,"2016",15.09834,871.5558,874.7095,11.65898,9.01,2426.445,2.502593,156.7482,0.5337,16.89864
"825911",516877,39.9,315703.4,4096993,1,"2016",15.9467,878.2209,886.5621,13.64946,4.18,2184,29.21101,110.5146,0.3966,17.60162
"1625786",1316753,38.4,319404.2,4094641,0,"Live",14.82655,937.8588,944.0081,12.5832,4.18,2269.633,8.344979,66.13755,0.3836,16.35406
"1049387",740353,16.2,326858.4,4098302,1,"2016",15.33717,901.0924,901.6485,13.25028,7.41,2219.072,19.98039,248.1087,0.3945,17.56576
"1231370",922337,39.7,328301.1,4092598,0,"Live",13.27461,872.2523,874.7095,11.58458,11.48,2448.123,7.714715,231.1959,0.6627,14.26277
"1726615",1417582,36.4,320219.5,4092272,0,"Live",17.00902,850.2277,858.5765,14.37516,1.96,2053.075,7.265173,224.8771,0.4809,19.28292
"1581905",1272872,21,318038.2,4102045,0,"Live",13.99849,922.5205,921.6675,12.38409,NA,2481.55,19.50606,94.45171,0.3572,15.39049
"596979",287945,26.28003,322830.6,4103465,0,"Live",11.95444,896.195,921.5131,10.48116,8.16,2682.364,3.247144,240.5446,0.4561,12.97197
"1087002",777968,24.8,327048.5,4089849,1,"2016",15.09834,871.5558,853.6117,11.32675,4.18,2486.475,14.55987,28.88251,0.3564,16.89864
"1337579",1028546,17.8,316644.5,4097736,1,"2016",14.82655,937.8588,944.0081,13.95798,3.16,2083.49,21.60999,139.0979,0.281,16.35406
"260845",260845,24,300185.6,4103845,1,"2016",18.54899,792.4807,747.2855,19.83054,23.15,1164.072,16.5683,234.9685,0.5844972,21.49939
"472229",163195,14.77979,321671.6,4106265,0,"Live",11.95444,896.195,894.6498,9.358723,NA,2849.661,6.220191,65.07112,0.4718,12.97197
"1621554",1312521,31.6,319751.8,4093197,0,"Live",15.15505,884.043,907.6024,13.52544,4.18,2141.391,19.63452,195.5575,0.2479,15.94104
"1167819",858786,17.7,327002.1,4097194,1,"2016",15.33717,901.0924,901.6485,11.51358,8.16,2517.367,27.16034,275.9862,0.453,17.56576
"1524642",1215609,25.7,318546.3,4095167,0,"Live",14.82655,937.8588,944.0081,12.18725,6.25,2326.458,8.700886,147.5988,0.2758,16.35406
"1669421",1360388,41.3,319509.1,4099310,0,"Live",13.99849,922.5205,921.6675,12.8955,8.04,2349.258,4.110647,152.9216,0.3588,15.39049
"1009964",700930,10.2,326688.8,4093579,1,"2016",15.09834,871.5558,874.3379,12.69622,8.04,2275.937,10.78169,265.0961,0.1769,16.89864
"1016794",707760,40.3,326795.3,4094769,0,"Live",15.33717,901.0924,901.6485,11.77949,4.18,2530.427,16.84116,78.11468,0.4443,17.56576
"495119",186085,40.82996,322011,4090230,0,"Live",17.00902,850.2277,858.5765,16.78935,NA,1535.434,38.37684,258.9756,0.2923,19.28292
"208464",208464,16,300872.8,4097749,0,"Live",22.06206,666.2054,NA,20.36465,19.63,1222.606,10.66372,334.7983,0.3999,28.66058
"741942",432908,34.3999,323859.7,4105416,1,"2016",13.47466,861.9938,864.1821,11.32222,8.16,2528.211,4.68756,47.97959,0.7019,15.1828
"1726609",1417576,25.4,320001.9,4092273,0,"Live",17.00902,850.2277,907.6024,14.01778,6.25,2048.381,13.7862,194.0323,0.5663,19.28292
"1341811",1032778,26.7,316210.2,4097144,1,"2016",14.82655,937.8588,886.5621,13.74554,6.69,2077.294,16.1596,175.9356,0.4195,16.35406
"1703158",1394125,14.6,319218.6,4103241,0,"Live",13.99849,922.5205,921.6675,11.57968,8.16,2519.097,27.49877,265.2439,0.3228,15.39049
"1662146",1353113,23.5,319669.4,4098205,0,"Live",14.82655,937.8588,944.0081,13.36541,8.04,2191.021,4.723678,117.4722,0.4065,16.35406
"1808200",1499167,25.5,320463.7,4101016,1,"2016",13.61266,923.6433,921.5131,11.50183,1.96,2546.545,12.32879,48.28261,0.2997,14.89409
"1360682",1051649,45.9,316937.6,4100489,1,"2016",13.99849,922.5205,921.6675,12.81438,4.18,2245.634,13.85345,230.2827,0.5671,15.39049
"890392",581358,53.4,325743.7,4091444,0,"Live",15.09834,871.5558,874.3379,13.72477,8.04,2131.665,17.89569,25.76661,0.6156,16.89864
"1420225",1111192,10.6,317846.3,4096624,1,"2016",14.82655,937.8588,944.0081,13.4623,4.18,2124.966,8.089642,50.80097,0.5016,16.35406
"596470",287436,23.02002,322960.8,4103523,0,"Live",11.95444,896.195,921.5131,10.48116,8.16,2688.467,5.980313,289.3963,0.5001,12.97197
"108198",108198,17,298341.7,4099925,0,"Live",20.6787,743.3008,747.2855,20.30674,19.41,1182.688,6.445913,135.0293,0.6346,25.59901
"1420372",1111339,47.3,317399.8,4096612,1,"2016",14.82655,937.8588,944.0081,13.4623,3.44,2106.182,7.609334,294.6337,0.4391,16.35406
"495696",186662,46.03003,322860.4,4090127,1,"2016",17.00902,850.2277,858.5765,15.66139,8.04,1897.902,37.25531,309.5458,0.6094,19.28292
"747524",438490,27.80005,324135.3,4088950,0,"Live",15.35363,838.032,853.6117,13.69914,6.25,2136.948,26.13494,50.11438,0.4969,16.26242
"1583685",1274652,27.6,318599.9,4103266,1,"2016",13.99849,922.5205,921.6675,11.65228,9.01,2458.833,18.04109,132.46,0.6099,15.39049
"292517",292517,14,301045.5,4101980,0,"Live",20.6787,743.3008,747.2855,20.30171,15.08,1072.309,11.4711,103.4529,0.6545,25.59901
"775715",466681,33.90002,324826.1,4091721,1,"2016",15.09834,871.5558,874.3379,14.08432,10.65,2039.309,4.520418,204.568,0.4281,16.89864
"893421",584387,27.5,325411.4,4091157,0,"Live",15.09834,871.5558,874.3379,13.72477,8.04,2136.532,9.82704,90.17198,0.7317,16.89864
"6422",6422,6,295870.6,4099854,0,"Live",19.97881,768.4939,777.9512,20.25117,NA,1214.809,35.1823,205.9522,0.8881,24.33751
"1001650",692616,46.9,326506.3,4092545,0,"Live",15.09834,871.5558,874.3379,12.7326,6.95,2254.225,9.904866,312.7303,0.6947,16.89864
"827433",518399,34.4,315481.2,4096732,0,"Live",15.9467,878.2209,886.5621,13.79733,4.18,2254.601,9.210263,309.5008,0.3431,17.60162
"1518935",1209902,44.9,318730.5,4094049,0,"Live",14.82655,937.8588,907.6024,12.27241,6.69,2381.608,10.11564,182.0877,0.5568,16.35406
"1449590",1140557,14.6,317835.8,4099225,0,"Live",13.99849,922.5205,944.0081,13.42148,10.65,2201.08,3.827726,232.3347,0.3585,15.39049
"1696284",1387251,39.3,319537.5,4102001,0,"Live",13.99849,922.5205,921.6675,12.14281,4.18,2471.759,17.20339,29.42903,0.6368,15.39049
"1360532",1051499,20.3,316511.5,4100541,0,"Live",13.99849,922.5205,921.6675,12.78846,3.44,2289.81,7.808582,63.74554,0.1607,15.39049
"383993",74959,12.06006,321503.3,4095016,0,"Live",15.68133,933.1343,938.699,13.80251,9.01,2081.726,22.16667,64.51218,0.1298,17.55774
"589163",280129,25.62012,322271.1,4102254,0,"Live",13.61266,923.6433,921.5131,10.87544,8.16,2568.09,11.12322,285.5559,0.3602,14.89409
"410612",101578,18.88989,321998.6,4098236,0,"Live",15.68133,933.1343,938.699,13.39431,8.04,2240.965,11.39903,157.9821,0.363,17.55774
"955815",646781,25.6,325048.4,4101218,0,"Live",14.93835,865.7621,865.402,13.30452,NA,2296.522,23.92061,176.4483,0.7332,17.25337
"1633305",1324272,54.6,319462.1,4095333,0,"Live",14.82655,937.8588,944.0081,12.41045,1.96,2287.931,6.397759,132.1821,0.3833,16.35406
"1448727",1139694,10.7,317729.3,4099320,1,"2016",13.99849,922.5205,921.6675,13.42148,10.65,2178.544,35.62714,301.6678,0.2844,15.39049
"1580142",1271109,25.2,318595.7,4102310,1,"2016",13.99849,922.5205,921.6675,12.29511,4.18,2389.542,20.58353,102.39,0.4025,15.39049
"91374",91374,23,297040.4,4103594,0,"Live",18.01753,817.1574,777.9512,17.83923,15.08,1559.815,7.85184,89.21263,0.3707,20.82574
"759808",450774,15.78003,324408.3,4089162,0,"Live",15.35363,838.032,853.6117,13.69914,10.65,2056.337,15.29937,330.3041,0.4389,16.26242
"572069",263035,33.05005,322750.4,4101902,1,"2016",13.61266,923.6433,921.5131,11.8189,8.16,2504.827,5.055146,196.7394,0.5371,14.89409
"595637",286603,35.21021,322370.1,4103608,1,"2016",11.95444,896.195,921.5131,10.49936,9.18,2712.32,12.22513,320.3798,0.5234,12.97197
"663634",354600,18.46021,323201,4091433,0,"Live",17.00902,850.2277,858.5765,14.39514,10.65,2073.614,14.51891,198.8317,0.5977,19.28292
"949137",640103,41.3,315385.3,4098604,1,"2016",15.9467,878.2209,886.5621,13.71483,6.71,2105.148,5.343457,74.99271,0.4014,17.60162
"182578",182578,15,299167.7,4100107,1,"2016",20.6787,743.3008,747.2855,20.38976,19.41,1107.504,5.843809,202.2282,0.5103,25.59901
"758389",449355,30.46997,324968.2,4089344,1,"2016",15.09834,871.5558,853.6117,13.83,10.65,2102.292,15.82353,290.7372,0.3724,16.89864
"180852",180852,7,299884.9,4100291,0,"Live",20.6787,743.3008,747.2855,20.28195,23.15,1210.157,10.96776,185.508,0.4025,25.59901
"659340",350306,24.45996,323624,4091840,0,"Live",17.00902,850.2277,858.5765,14.2359,10.65,2050.056,22.32135,249.5247,0.4214,19.28292
"1356789",1047756,34.5,316979.7,4099304,1,"2016",13.99849,922.5205,921.6675,13.61993,4.18,2158.36,9.496313,170.5185,0.3813,15.39049
"1226426",917393,51.8,328324.9,4091338,0,"Live",13.27461,872.2523,874.7095,11.82078,11.48,2412.878,22.01437,241.8644,0.6365,14.26277
"1165478",856445,32.3,327838.8,4097438,0,"Live",12.45381,905.5087,904.7143,11.11122,8.04,2503.547,16.62985,331.2398,0.4961,13.5257
"1197330",888297,40.2,327095.8,4102931,1,"2016",14.93835,865.7621,865.402,13.8146,NA,2069.714,7.370179,111.3527,0.3121,17.25337
"746954",437920,23.23999,324884.7,4087912,0,"Live",15.35363,838.032,853.6117,13.14115,4.18,2276.139,15.00611,56.13676,0.1447,16.26242
"617284",308250,19.35986,322084.3,4105021,0,"Live",11.95444,896.195,894.6498,9.828758,3.16,2786.141,7.902019,156.5445,0.4649,12.97197
"1158287",849254,30.5,327997,4096361,0,"Live",12.45381,905.5087,904.7143,10.22622,8.16,2679.676,16.18556,25.86142,0.2232,13.5257
"692278",383244,16.53003,323777.3,4097528,0,"Live",15.33717,901.0924,901.6485,14.98977,8.04,1995.618,5.235122,232.9965,0.1052,17.56576
"1592943",1283910,24.9,319775.4,4090989,0,"Live",15.15505,884.043,907.6024,15.01095,6.25,2046.305,4.917338,120.7494,0.2663,15.94104
"568129",259095,14.62988,322248.8,4100253,0,"Live",13.61266,923.6433,921.5131,11.95659,9.01,2388.845,6.084658,99.88384,0.4461,14.89409
"1021377",712343,45.9,326712.6,4094003,0,"Live",15.09834,871.5558,874.3379,11.9686,8.04,2344.389,16.2708,285.8449,0.4611,16.89864
"1308715",1e+06,42.6,316450.9,4094788,0,"Live",14.82655,937.8588,944.0081,12.21648,4.18,2378.028,25.97663,230.3956,0.4839,16.35406
