"","zone","zmax","x","y","dead","mort_year","tmax","ppt","pptn","tmaxn","aws","elevation","slope","aspect","cover","vpdmax"
"1737421",1428388,16.1,320710.6,4094819,0,"Live",15.68133,933.1343,938.699,13.09315,9.01,2171.746,5.811082,109.4819,0.2749,17.55774
"404296",95262,27.19019,321473.2,4097017,1,"2016",15.68133,933.1343,938.699,13.64473,9.01,2137.486,3.655234,248.0763,0.2498,17.55774
"1254624",945591,29.2,328409.7,4097666,0,"Live",12.45381,905.5087,904.7143,11.7492,8.16,2501.412,5.260697,243.7984,0.3271,13.5257
"1343048",1034015,52.4,316528.8,4097019,1,"2016",14.82655,937.8588,944.0081,13.74554,6.69,2082.882,12.6022,49.0418,0.5164,16.35406
"797733",488699,45.72009,324321.7,4093081,0,"Live",15.09834,871.5558,874.3379,14.73571,8.67,1927.1,9.176268,282.1416,0.3601,16.89864
"139671",139671,25,298466.5,4102504,0,"Live",20.6787,743.3008,747.2855,19.31869,23.15,1268.722,23.19806,180.4867,0.6392,25.59901
"1294103",985070,25.2,330460.4,4091552,0,"Live",13.27461,872.2523,874.7095,11.20659,8.67,2490.418,7.952788,34.50909,0.5608,14.26277
"48669",48669,27,296095.7,4104168,0,"Live",18.01753,817.1574,NA,NA,23.15,1454.936,12.98856,210.394,0.6295853,20.82574
"488887",179853,40.26001,322975.9,4089050,0,"Live",17.78943,782.4005,800.6154,14.91405,23.15,1813.897,25.26376,267.2513,0.8106,20.02215
"1025933",716899,32.8,326445.9,4095296,0,"Live",15.33717,901.0924,901.6485,11.77949,8.04,2430.939,16.31015,262.7448,0.4254,17.56576
"1481780",1172747,20.7,318823.6,4090222,0,"Live",15.15505,884.043,907.6024,13.79064,6.71,2113.626,26.09925,50.18009,0.546,15.94104
"1728029",1418996,18.7,320306.6,4092085,0,"Live",17.00902,850.2277,858.5765,14.37516,3.56,2033.287,5.405356,117.0683,0.5259,19.28292
"1693382",1384349,24.9,319096.3,4102293,0,"Live",13.99849,922.5205,921.6675,12.08924,4.18,2343.092,3.616988,244.2681,0.6209,15.39049
"206094",206094,11,299786.2,4103051,0,"Live",20.6787,743.3008,747.2855,19.95667,23.15,1176.328,17.40617,98.95948,0.5004,25.59901
"333591",24557,19.61011,320228.8,4105575,0,"Live",11.95444,896.195,894.6498,9.531539,NA,2848.464,10.91819,231.1434,0.1217,12.97197
"917832",608798,27.2,325889.6,4094533,0,"Live",15.33717,901.0924,874.3379,12.64276,10.65,2307.579,8.500174,281.9361,0.4835,17.56576
"753588",444554,42.55994,324950.3,4089945,0,"Live",15.09834,871.5558,853.6117,13.83,10.65,2046.408,15.2503,27.47661,0.5552,16.89864
"921993",612959,32.2,325851,4094073,1,"2016",15.33717,901.0924,874.3379,12.64276,8.04,2342.216,10.14284,155.5022,0.4799,17.56576
"2358",2358,9,295436.612244898,4100177.66326531,0,"Live",19.9788077070204,768.493893361431,777.951166680507,20.251173592988,23.1499996,1274.88241390306,18.5912081173488,176.048147707569,NA,24.3375132093026
"1198828",889795,19.9,327479.9,4102458,1,"2016",12.59548,881.2702,878.8586,13.8146,7.35,2133.236,32.15575,306.8098,0.1642,13.86417
"186402",186402,27,299268.8,4101683,1,"2016",20.6787,743.3008,747.2855,20.17155,23.15,1071.91,25.56791,74.74781,0.6685,25.59901
"624315",315281,25.07983,322355.4,4107189,0,"Live",11.95444,896.195,894.6498,9.796132,NA,2728.054,7.699793,143.8208,0.5269,12.97197
"1463804",1154771,37.5,317978.4,4101401,0,"Live",13.99849,922.5205,921.6675,12.38409,3.44,2356.247,19.55469,159.8033,0.6184,15.39049
"1747280",1438247,13.4,320395.3,4095739,1,"2016",15.68133,933.1343,938.699,13.37211,9.01,2214.004,14.96279,46.71392,0.2594,17.55774
"869210",560176,37.9,325714.4,4090877,0,"Live",15.09834,871.5558,874.3379,13.36125,4.18,2214.991,23.22312,143.5558,0.699,16.89864
"1252406",943373,37.7,316638.1,4091142,0,"Live",15.15505,884.043,907.6024,13.38807,6.71,2246.348,22.94918,33.6674,0.2474,15.94104
"1011669",702635,46.4,326880.5,4093391,1,"2016",15.09834,871.5558,874.3379,12.69622,4.11,2292.48,4.373857,236.6368,0.6221,16.89864
"18165",18165,32,296646.2,4100760,1,"2016",19.97881,768.4939,777.9512,19.26645,NA,1345.178,16.19086,114.9132,0.7061,24.33751
"732105",423071,19.04004,323805.1,4103923,0,"Live",13.47466,861.9938,864.1821,10.83524,NA,2690.939,7.801638,291.8306,0.3435,15.1828
"1673613",1364580,24.7,319966.8,4100734,0,"Live",13.61266,923.6433,921.6675,11.6936,1.96,2494.324,7.04816,199.8008,0.3119,14.89409
"442143",133109,30.63989,321215.8,4102069,0,"Live",13.61266,923.6433,921.5131,11.49154,8.16,2559.767,13.60196,250.8406,0.4689,14.89409
"1406941",1097908,29.4,317202.1,4094472,1,"2016",14.82655,937.8588,907.6024,11.73965,4.18,2459.475,8.884938,230.0094,0.2652,16.35406
"1687140",1378107,33.3,319392.2,4102968,0,"Live",13.99849,922.5205,921.6675,12.08924,NA,2429.322,12.71315,152.8766,0.4855,15.39049
"867294",558260,25.8,325328.3,4089091,0,"Live",15.35363,838.032,853.6117,12.81431,10.65,2166.159,20.37182,248.9404,0.4447,16.26242
"262600",262600,15,300870,4103531,0,"Live",18.54899,792.4807,747.2855,19.55161,19.41,1245.877,23.36576,177.0841,0.5529082,21.49939
"1176563",867530,23.4,327578.7,4098303,0,"Live",12.45381,905.5087,904.7143,12.22204,9.45,2308.285,23.81927,199.9413,0.2895,13.5257
"727866",418832,38.86011,323718.5,4102733,0,"Live",14.93835,865.7621,865.402,11.57944,8.04,2528.879,23.88188,129.6674,0.599,17.25337
"1507393",1198360,27.8,318442.9,4093422,0,"Live",15.15505,884.043,907.6024,12.46119,4.18,2247.823,21.40032,211.666,0.6352,15.94104
"726633",417599,36.20996,323670.5,4101018,0,"Live",13.61266,923.6433,921.5131,12.99783,8.04,2296.611,6.871885,135.7969,0.6586,14.89409
"729478",420444,30.17993,323507.3,4102437,0,"Live",13.61266,923.6433,921.5131,10.99019,8.04,2550.628,19.85885,119.4237,0.4381977,14.89409
"28823",28823,37,296069.9,4101513,0,"Live",19.97881,768.4939,777.9512,19.06716,23.15,1331.548,17.15165,88.35784,0.6022,24.33751
"1585999",1276966,11.3,319710,4089939,0,"Live",15.15505,884.043,732.5934,16.50104,6.25,1914.984,49.09177,96.62401,0.1539,15.94104
"1108160",799127,29.4,327402.9,4091824,0,"Live",15.09834,871.5558,874.7095,12.48679,6.95,2312.926,18.59619,173.6496,0.668,16.89864
"926721",617687,25.1,325248.5,4095473,1,"2016",15.33717,901.0924,901.6485,13.65956,1.96,2131.57,19.0575,257.9698,0.261,17.56576
"1731471",1422438,37,320777.9,4093627,1,"2016",17.00902,850.2277,858.5765,14.49743,6.25,2062.178,4.053675,223.8824,0.4747,19.28292
"1352045",1043012,37.8,316713.9,4099945,0,"Live",13.99849,922.5205,921.6675,13.3777,4.18,2159.309,5.655027,63.50128,0.4374,15.39049
"1004057",695023,38.3,326236.4,4092290,0,"Live",15.09834,871.5558,874.3379,13.44273,6.95,2179.773,21.45948,270.598,0.6875,16.89864
"1226872",917839,28,328761.2,4091298,0,"Live",13.27461,872.2523,874.7095,11.5501,8.67,2484.484,8.805371,24.47842,0.559,14.26277
"1549658",1240625,33.9,318910.1,4098128,0,"Live",14.82655,937.8588,944.0081,13.00519,8.04,2248.148,3.820653,73.25579,0.4312,16.35406
"1722448",1413415,15.9,320329.5,4092838,0,"Live",17.00902,850.2277,858.5765,14.37516,3.44,2136.57,13.26533,111.3144,0.4664,19.28292
"1361065",1052032,52.3,316835.6,4100403,1,"2016",13.99849,922.5205,921.6675,12.81438,4.18,2231.781,24.11913,105.4173,0.4778,15.39049
"229842",229842,29,300295.5,4099047,1,"2016",20.6787,743.3008,NA,20.29009,19.41,1100.115,23.096,163.257,0.7227,25.59901
"614233",305199,12.70996,322161,4105403,0,"Live",11.95444,896.195,894.6498,9.828758,3.16,2808.577,2.698385,176.8253,0.5343,12.97197
"1232009",922976,35.9,328345.4,4092473,0,"Live",13.27461,872.2523,874.7095,11.58458,11.48,2442.568,8.348756,209.2065,0.8373,14.26277
"1577295",1268262,12.9,318800.5,4102749,0,"Live",13.99849,922.5205,921.6675,12.29511,NA,2386.396,21.4002,106.0476,0.3151,15.39049
"650507",341473,39.20007,323656.4,4090574,0,"Live",17.00902,850.2277,858.5765,14.63075,8.04,1876.058,22.02775,314.571,0.2018,19.28292
"1281938",972905,11.2,316100.1,4092579,0,"Live",16.93004,819.6968,849.9575,13.17649,6.69,2321.512,16.51695,209.9875,0.2925,18.76024
"1519836",1210803,39.6,318506.9,4095926,1,"2016",14.82655,937.8588,944.0081,12.74646,4.18,2281.58,17.4383,291.5784,0.3925,16.35406
"201997",201997,12,299267.9,4102016,0,"Live",20.6787,743.3008,747.2855,20.17155,19.63,1128.431,19.92424,207.0364,0.5416,25.59901
"1543192",1234159,12.2,318366.1,4098916,0,"Live",13.99849,922.5205,944.0081,13.20225,10.65,2211.856,6.634266,304.1702,0.4277,15.39049
"561185",252151,32.12988,322961.1,4100998,1,"2016",13.61266,923.6433,921.5131,12.33164,8.04,2367.309,7.895879,156.4759,0.4828,14.89409
"358199",49165,29.82007,321207.7,4093963,1,"2016",17.00902,850.2277,858.5765,13.71997,9.01,2156.748,22.938,123.7589,0.4726,19.28292
"226722",226722,6,300953.7,4099392,0,"Live",20.6787,743.3008,747.2855,20.51923,19.41,1109.778,9.666885,165.4182,0.2786,25.59901
"131755",131755,38,298853.9,4101385,0,"Live",20.6787,743.3008,747.2855,20.17155,23.15,1107.773,30.96673,115.9807,0.7504,25.59901
"649707",340673,34.55005,323498.3,4090665,0,"Live",17.00902,850.2277,858.5765,14.86978,10.65,1922.088,17.33772,156.3012,0.3364,19.28292
"62242",62242,6,297766.6,4099304,0,"Live",20.6787,743.3008,777.9512,20.83522,23.15,1189.432,32.37496,167.7286,0.6568,25.59901
"1762654",1453621,14.8,320573.8,4096169,1,"2016",15.68133,933.1343,938.699,13.37211,9.01,2146.026,9.294451,66.81598,0.4191,17.55774
"1648603",1339570,12.1,319283.6,4097589,0,"Live",14.82655,937.8588,944.0081,13.19615,4.18,2210.432,14.67116,160.0941,0.2383,16.35406
"1787872",1478839,30.8,320227.5,4099674,0,"Live",13.61266,923.6433,921.5131,12.12088,10.65,2372.92,18.71661,164.2791,0.4871,14.89409
"976657",667623,36.7,326247.4,4090749,1,"2016",15.09834,871.5558,874.3379,12.56287,4.18,2242.001,19.38275,53.50365,0.5135,16.89864
"883414",574380,23.1,315742.5,4097187,1,"2016",15.9467,878.2209,886.5621,13.64946,4.18,2065.458,30.51166,135.2134,0.5397,17.60162
"233234",233234,20,300668,4100717,0,"Live",20.6787,743.3008,747.2855,20.54244,23.15,1116.715,21.14096,44.51892,0.5924,25.59901
"1452470",1143437,40.2,317818.1,4100902,0,"Live",13.99849,922.5205,921.6675,12.93322,3.44,2259.05,10.89455,125.4098,0.5015,15.39049
"713571",404537,25,323768.1,4100566,1,"2016",14.93835,865.7621,865.402,12.99783,9.01,2255.95,12.93776,184.9039,0.3974,17.25337
"1646126",1337093,28.5,319865.6,4097893,0,"Live",14.82655,937.8588,944.0081,13.36541,8.04,2183.057,3.765443,108.7237,0.5436,16.35406
"604877",295843,26.27002,322402.9,4104465,0,"Live",11.95444,896.195,894.6498,10.19047,NA,2713.068,6.407115,103.6144,0.5937,12.97197
"457574",148540,18.34985,321664.3,4104370,0,"Live",11.95444,896.195,894.6498,10.09509,8.16,2745.297,10.94403,179.5594,0.5754,12.97197
"489671",180637,17.42004,322434.9,4090949,0,"Live",17.00902,850.2277,858.5765,15.66139,10.65,1893.71,18.51954,245.1315,0.2955,19.28292
"1614012",1304979,35.2,319392.2,4092221,0,"Live",15.15505,884.043,907.6024,13.78286,4.18,2129.407,23.07861,55.83319,0.5998,15.94104
"946936",637902,43,315082.2,4098867,0,"Live",14.76753,903.1405,886.5621,13.71483,6.71,2137.754,8.402834,132.961,0.8839,16.1867
"650814",341780,17.85999,323839.9,4090528,1,"2016",15.09834,871.5558,874.3379,14.63075,8.04,1927.476,17.22145,322.5441,0.4707,16.89864
"477849",168815,34.43005,322894.6,4088820,0,"Live",17.78943,782.4005,800.6154,16.25682,23.15,1804.673,27.20949,299.5117,0.695,20.02215
"1539088",1230055,11.7,318759.3,4097409,0,"Live",14.82655,937.8588,944.0081,13.14532,4.18,2211.744,16.80897,20.77713,0.4347,16.35406
"119089",119089,31,298991.6,4100713,1,"2016",20.6787,743.3008,747.2855,20.22242,23.15,1173.098,5.056858,182.561,0.577,25.59901
"1242415",933382,18.3,328192.1,4095014,0,"Live",12.45381,905.5087,904.7143,9.54755,3.16,2797.266,21.99709,272.1823,0.3824,13.5257
"126022",126022,19,298103.8,4101998,0,"Live",20.6787,743.3008,777.9512,19.42752,15.08,1233.424,19.46185,112.7242,0.6471,25.59901
"379619",70585,19.1001,321476.3,4095444,0,"Live",15.68133,933.1343,938.699,13.80251,9.01,2097.351,3.640424,258.1449,0.3972,17.55774
"107572",107572,31,298153.3,4099996,0,"Live",20.6787,743.3008,777.9512,19.99444,19.41,1200.919,27.7563,157.8846,0.6668,25.59901
"420480",111446,34.71997,321688.6,4100998,0,"Live",13.61266,923.6433,921.5131,11.76575,NA,2432.71,15.13849,182.9002,0.299,14.89409
"1128597",819564,30.1,327611.8,4093901,1,"2016",13.27461,872.2523,874.7095,10.90698,4.11,2411.08,25.73762,251.2926,0.5479,14.26277
"516514",207480,45.54004,322164.8,4093633,1,"2016",17.00902,850.2277,858.5765,16.0396,3.44,1777.186,10.16623,211.8626,0.5959,19.28292
"558092",249058,30.78003,322500.1,4099417,0,"Live",13.61266,923.6433,921.5131,12.29459,9.01,2478.01,11.09853,170.8497,0.3069,14.89409
"1518832",1209799,36.8,318872.3,4094058,0,"Live",14.82655,937.8588,907.6024,12.27241,6.69,2362.496,4.606188,129.5386,0.6534,16.35406
"1307309",998276,18.8,316096.2,4093006,1,"2016",16.93004,819.6968,849.9575,12.68943,6.69,2357.381,9.468803,245.459,0.3821,18.76024
"804515",495481,10.62,324647.2,4094126,0,"Live",15.33717,901.0924,874.3379,14.76479,8.67,2047.12,21.92381,252.3852,0.4375,17.56576
"295034",295034,24,301195.4,4101623,1,"2016",19.06112,792.6165,747.2855,20.30171,19.41,1076.074,21.35868,280.6732,0.6843,22.16811
"774187",465153,35.54004,324117.3,4091907,1,"2016",15.09834,871.5558,874.3379,14.31167,10.65,2026.112,25.45125,18.2561,0.596,16.89864
"199117",199117,18,299709.8,4102340,0,"Live",20.6787,743.3008,747.2855,19.95667,19.63,1178.221,10.36799,50.6546,0.6515,25.59901
"1035656",726622,32.3,326657.5,4096074,0,"Live",15.33717,901.0924,901.6485,12.08433,8.04,2407.798,14.75576,269.6344,0.3163,17.56576
"320081",11047,21.28003,320865.3,4103499,0,"Live",11.95444,896.195,921.5131,10.49413,8.16,2709.659,17.48218,307.1898,0.4376,12.97197
"1379905",1070872,40,317509.5,4091164,1,"2016",15.15505,884.043,907.6024,12.74257,3.44,2300.945,17.94926,146.0269,0.3768,15.94104
"1562149",1253116,17.3,318225.3,4100688,1,"2016",13.99849,922.5205,921.6675,13.03849,4.18,2252.89,32.51953,261.6583,0.3318,15.39049
"911403",602369,30.5,325428,4093228,0,"Live",15.09834,871.5558,874.3379,13.32004,10.65,2203.138,19.09461,240.3563,0.8964,16.89864
"1750088",1441055,19.4,320536.3,4095373,0,"Live",15.68133,933.1343,938.699,13.09315,9.01,2221.679,7.090406,87.34067,0.4049,17.55774
"473934",164900,16.98999,321313.5,4107391,0,"Live",11.95444,896.195,894.6498,9.407048,4.11,2916.528,15.52063,266.1644,0.1804333,12.97197
"463771",154737,24.92993,321523.1,4105566,0,"Live",11.95444,896.195,894.6498,9.582089,3.16,2857.924,8.441521,124.8446,0.4194,12.97197
"1143518",834485,33.8,327735.9,4094149,0,"Live",12.45381,905.5087,874.7095,10.90698,4.11,2515.257,22.69499,173.0876,0.633,13.5257
"1128739",819706,52.4,327219.1,4093881,1,"2016",15.09834,871.5558,874.3379,11.36134,8.04,2401.907,27.72479,218.9446,0.6193,16.89864
"19049",19049,22,296116.1,4100702,0,"Live",19.97881,768.4939,777.9512,19.19998,23.15,1378.403,12.67522,74.29141,0.4151,24.33751
"1076181",767147,22.7,326550.6,4104135,0,"Live",13.47466,861.9938,864.1821,12.5917,9.770001,2222.63,15.55626,68.12548,0.4219,15.1828
"502313",193279,37.40015,322894.4,4091267,1,"2016",17.00902,850.2277,858.5765,15.10444,10.65,2035.519,13.87411,350.342,0.5493,19.28292
"1185329",876296,34.4,327098.8,4099210,0,"Live",14.93835,865.7621,901.6485,12.38805,7.35,2396.19,21.05941,122.8368,0.4931,17.25337
"148591",148591,18,298624.7,4103247,0,"Live",20.6787,743.3008,747.2855,19.12889,23.15,1285.893,20.8764,80.14451,0.4759087,25.59901
"299143",299143,8,301438.2,4101016,0,"Live",19.06112,792.6165,747.2855,20.55573,6.03,1123.327,27.46279,222.2021,0.2962,22.16811
"1736925",1427892,34.6,320223.1,4094875,0,"Live",15.68133,933.1343,938.699,13.09315,4.18,2185.656,9.630389,199.8283,0.2692,17.55774
"1676778",1367745,22.8,319121,4100324,0,"Live",13.99849,922.5205,921.6675,12.16437,10.65,2378.383,5.149045,91.62451,0.2052,15.39049
"393720",84686,31.5,321287,4096053,1,"2016",15.68133,933.1343,938.699,13.72857,9.01,2105.473,5.014128,54.95043,0.4825,17.55774
"47802",47802,41,296387.3,4104305,1,"2016",18.01753,817.1574,NA,NA,23.15,1514.677,10.13681,209.4015,0.6830257,20.82574
"1218669",909636,23.7,328117.8,4090787,1,"2016",13.27461,872.2523,874.7095,11.67545,8.16,2327.476,6.978918,228.1853,0.552,14.26277
"533810",224776,14.97009,322682.9,4096118,0,"Live",15.68133,933.1343,938.699,14.54672,1.96,1981.151,12.25262,106.0767,0.5504,17.55774
"924296",615262,25.8,325434.8,4095792,1,"2016",15.33717,901.0924,901.6485,14.32567,10.65,2105.297,12.97721,37.83792,0.4279,17.56576
"1061985",752951,21.4,326632.9,4102005,0,"Live",14.93835,865.7621,865.402,13.46801,NA,2202.549,4.305268,217.156,0.0566,17.25337
"1046546",737512,31.5,326677.5,4098628,1,"2016",15.33717,901.0924,901.6485,13.19408,7.41,2230.674,20.06437,226.0743,0.7073,17.56576
"1297491",988458,35.5,330452.5,4091216,0,"Live",13.27461,872.2523,874.7095,11.20659,11.48,2535.369,6.465371,46.05425,0.711,14.26277
"1251062",942029,33.2,316237.3,4091330,0,"Live",15.15505,884.043,849.9575,13.38807,6.71,2150.091,29.2756,302.8819,0.2994,15.94104
"1237743",928710,15.7,328157.6,4093004,0,"Live",13.27461,872.2523,874.7095,11.43243,11.48,2475.215,5.269149,249.0575,0.5851,14.26277
"935468",626434,28.4,325049.6,4096133,1,"2016",15.33717,901.0924,901.6485,14.8855,1.96,2012.888,13.86994,318.6736,0.4693,17.56576
"313050",4016,23.28003,320087.3,4102446,0,"Live",13.61266,923.6433,921.5131,11.60418,NA,2566.774,7.394373,285.1755,0.4251,14.89409
"1681907",1372874,24,319155.8,4101726,0,"Live",13.99849,922.5205,921.6675,12.14281,4.18,2335.775,24.58112,263.9448,0.5774,15.39049
"11007",11007,21,295875.9,4100106,0,"Live",19.97881,768.4939,777.9512,20.25117,23.15,1327.452,25.34196,258.0852,0.4627,24.33751
"452653",143619,18.75,321672.7,4104946,0,"Live",11.95444,896.195,894.6498,10.09509,3.16,2803.342,6.328284,244.0386,0.208,12.97197
"659574",350540,25.62012,323672.5,4091813,0,"Live",17.00902,850.2277,858.5765,14.2359,10.65,2060.673,19.16599,171.0495,0.4537,19.28292
"1324340",1015307,24.6,314426.8,4091706,0,"Live",16.93004,819.6968,849.9575,16.25002,16.5,1814.737,27.83338,257.7294,0.6842,18.76024
"562746",253712,16.51001,322578.8,4100834,1,"2016",13.61266,923.6433,921.5131,12.33164,9.01,2405.94,9.285877,94.68777,0.4772,14.89409
"510740",201706,13.31006,322806.2,4092696,0,"Live",17.00902,850.2277,858.5765,16.00239,1.96,1766.602,25.91505,312.3354,0.2002,19.28292
"1341213",1032180,25.6,316724.9,4097210,0,"Live",14.82655,937.8588,944.0081,13.74554,1.96,2091.005,13.34801,242.9605,0.4655,16.35406
"1247839",938806,24.3,316159.7,4091742,0,"Live",15.15505,884.043,849.9575,13.91813,3.44,2165.584,13.67597,238.3651,0.2765,15.94104
"1561335",1252302,25.6,318280.9,4100768,0,"Live",13.99849,922.5205,921.6675,13.03849,4.18,2249.611,5.938499,255.9573,0.5285,15.39049
"159491",159491,12,299643.9,4098487,0,"Live",22.06206,666.2054,NA,20.30504,19.41,1216.891,14.28723,297.4386,0.2767,28.66058
"1711485",1402452,29.1,319906.1,4105360,0,"Live",11.83198,925.698,928.2033,9.9766,8.16,2768.195,12.19642,208.82,0.5841714,12.84181
"250122",250122,15,300404,4102937,0,"Live",20.6787,743.3008,747.2855,20.2163,23.15,1112.377,19.70089,128.9746,0.7997,25.59901
"496678",187644,33.68005,322987.2,4091966,0,"Live",17.00902,850.2277,858.5765,14.39514,8.04,1977.441,6.168788,293.2936,0.5821,19.28292
"937750",628716,10.1,325836.3,4097003,0,"Live",15.33717,901.0924,901.6485,13.67936,NA,2086.146,40.73287,271.4683,0.191,17.56576
"1523180",1214147,22,318227,4095363,1,"2016",14.82655,937.8588,944.0081,12.1681,4.18,2355.93,19.86716,325.3967,0.1665,16.35406
"242470",242470,24,300103.8,4101738,0,"Live",20.6787,743.3008,747.2855,20.55378,23.15,1040.591,29.86148,211.9091,0.3473,25.59901
"501145",192111,10.42993,322246.2,4091395,0,"Live",17.00902,850.2277,858.5765,16.14287,1.96,1829.369,30.95728,248.0319,0.6217,19.28292
"45943",45943,18,296992,4103308,1,"2016",19.97881,768.4939,777.9512,17.96973,16.5,1554.708,15.57064,245.071,0.3519839,24.33751
"391635",82601,18.08984,321782.8,4096271,1,"2016",15.68133,933.1343,938.699,13.72857,9.01,2123.501,13.75229,235.2181,0.4646,17.55774
"1065660",756626,26.2,326658.9,4103562,1,"2016",13.47466,861.9938,865.402,13.30554,9.770001,2178.611,10.0562,116.4173,0.5101,15.1828
"956260",647226,14.6,325316.8,4101133,1,"2016",14.93835,865.7621,865.402,13.69024,NA,2249.533,23.52562,203.8151,0.2911,17.25337
"421468",112434,46.08008,321312.2,4100905,0,"Live",13.61266,923.6433,921.5131,11.76575,NA,2492.288,30.72638,29.93083,0.4236,14.89409
"1507746",1198713,30,318040.6,4093385,0,"Live",15.15505,884.043,907.6024,12.46119,6.69,2332.385,13.16838,124.6141,0.4249,15.94104
"181581",181581,34,299115.4,4100216,1,"2016",20.6787,743.3008,747.2855,20.38976,19.41,1126.535,17.68953,187.3346,0.7774,25.59901
"238761",238761,40,300969.9,4100133,1,"2016",20.6787,743.3008,747.2855,20.51923,23.15,1105.533,21.15261,43.23051,0.6286,25.59901
"1120522",811489,31.3,327343.3,4092747,0,"Live",15.09834,871.5558,874.7095,12.14911,6.95,2370.084,7.668592,271.8221,0.5797,16.89864
"1776281",1467248,18.9,320212.2,4098939,0,"Live",13.61266,923.6433,938.699,13.09387,10.65,2222.082,8.460629,154.3198,0.3555,14.89409
"946947",637913,42.9,315107.6,4098865,0,"Live",14.76753,903.1405,886.5621,13.71483,6.71,2135.469,6.466387,161.709,0.8839,16.1867
"1147526",838493,22.6,327911.6,4095663,0,"Live",12.45381,905.5087,904.7143,10.04673,3.16,2767.436,12.35967,270.5242,0.4917,13.5257
"1122674",813641,36.9,327073.2,4092537,1,"2016",15.09834,871.5558,874.3379,12.14911,6.95,2343.564,18.50961,285.2808,0.6039,16.89864
"468791",159757,18.73999,321796.2,4106993,0,"Live",11.95444,896.195,894.6498,9.407048,4.11,2793.33,6.903511,63.25431,0.4667,12.97197
"814089",505055,41.92993,324648.7,4096098,0,"Live",15.33717,901.0924,901.6485,15.18976,1.96,1971.899,15.98968,51.30174,0.3138,17.56576
"1383790",1074757,48.9,314812.4,4092353,0,"Live",16.93004,819.6968,849.9575,14.91085,19.41,1930.437,40.1309,243.1469,0.7122,18.76024
"576981",267947,10.1499,322612,4101349,0,"Live",13.61266,923.6433,921.5131,11.8189,8.16,2406.935,5.895945,108.2108,0.2848,14.89409
"1660714",1351681,15.1,319319.4,4098339,0,"Live",14.82655,937.8588,944.0081,13.19615,8.04,2208.732,8.233456,36.16878,0.2294,16.35406
"1146221",837188,24.4,327683.3,4095805,0,"Live",12.45381,905.5087,904.7143,10.22622,3.16,2731.87,12.24058,233.944,0.7997,13.5257
"344358",35324,16.39001,321523.7,4091979,1,"2016",17.00902,850.2277,858.5765,16.65279,16.5,1666.49,50.93819,119.905,0.7146,19.28292
"539385",230351,28.9502,322835.3,4097532,1,"2016",15.68133,933.1343,938.699,14.26131,8.04,2068.607,8.196639,87.70312,0.605,17.55774
"283489",283489,10,301406.5,4099050,0,"Live",19.06112,792.6165,NA,20.81662,23.15,1020.788,21.06179,133.3402,0.6342788,22.16811
"1387335",1078302,38.9,317614.6,4092882,0,"Live",15.15505,884.043,907.6024,12.34305,6.69,2375.9,17.18983,30.0466,0.3763,15.94104
"285919",285919,7,301703.2,4100750,1,"2016",19.06112,792.6165,747.2855,20.24884,6.03,1128.443,28.29123,237.2746,0.4313627,22.16811
"1643244",1334211,23.4,319734.1,4096215,0,"Live",14.82655,937.8588,944.0081,13.12976,9.01,2172.306,7.016377,45.84554,0.6,16.35406
"560427",251393,25.73999,322606.9,4099088,0,"Live",13.61266,923.6433,938.699,12.41892,9.01,2426.343,9.774998,150.4306,0.3043,14.89409
"113234",113234,15,298705.8,4099355,0,"Live",20.6787,743.3008,747.2855,20.84893,19.41,1078.47,9.161826,298.7647,0.5998,25.59901
"64440",64440,8,297535.6,4099031,0,"Live",20.6787,743.3008,NA,20.61286,3.68,1115.443,27.61204,177.1496,0.6619888,25.59901
"685111",376077,20.07996,323506.3,4096878,0,"Live",15.68133,933.1343,938.699,14.75143,1.96,1930.206,14.38689,162.1823,0.118,17.55774
"87429",87429,9,297837.8,4102071,0,"Live",20.6787,743.3008,777.9512,19.42752,15.08,1342.127,40.73524,147.8973,0.684,25.59901
"384781",75747,24.13989,321546.8,4096952,1,"2016",15.68133,933.1343,938.699,13.64473,9.01,2137.591,2.865149,134.2511,0.4224,17.55774
"1500275",1191242,46.5,318082.2,4092228,0,"Live",15.15505,884.043,907.6024,12.77962,11.48,2276.258,13.97592,114.5289,0.4992,15.94104
"708120",399086,33.37988,323108.5,4099168,0,"Live",13.61266,923.6433,938.699,12.7291,8.04,2381.258,13.22071,99.22151,0.6347,14.89409
"1719248",1410215,30.3,320963.5,4091411,0,"Live",17.00902,850.2277,858.5765,15.76157,3.56,1796.545,24.8586,134.0016,0.4843,19.28292
"240925",240925,39,300139.6,4101915,0,"Live",20.6787,743.3008,747.2855,20.55378,19.63,1072.502,37.80264,100.1596,0.6997,25.59901
"254225",254225,14,300603.9,4102525,0,"Live",20.6787,743.3008,747.2855,20.15092,19.41,1136.204,36.20502,185.1008,0.4777,25.59901
"701082",392048,33.7998,323805.5,4099950,1,"2016",14.93835,865.7621,865.402,13.37928,9.01,2227.122,10.42843,107.5022,0.748,17.25337
"1190713",881680,50.2,327256,4100486,0,"Live",14.93835,865.7621,865.402,14.04061,7.35,2070.283,15.9232,215.7619,0.4357,17.25337
"22",22,8,295710.55,4100030.71666667,0,"Live",19.9788077070204,768.493893361431,777.951166680507,20.251173592988,3.6800001,1276.42246907552,32.0835470835368,151.51030108134,0.7279,24.3375132093026
